"country_popio","region","age_name","sex","pc_mean","agegr" 
"El Salvador","Central Latin America","75-79 years","Both sexes",0.0813266,"75"
"El Salvador","Central Latin America","80+ years","Both sexes",0.0800085,"80"
"El Salvador","Central Latin America","50-69 years","Both sexes",0.0747067,"50"
"El Salvador","Central Latin America","70+ years","Both sexes",0.0804489,"70"
"Guatemala","Central Latin America","30-34 years","Males",0.0280837,"30"
"Guatemala","Central Latin America","35-39 years","Males",0.0337849,"35"
"Guatemala","Central Latin America","40-44 years","Males",0.0453937,"40"
"Guatemala","Central Latin America","45-49 years","Males",0.0477597,"45"
"Guatemala","Central Latin America","50-54 years","Males",0.0581678,"50"
"Guatemala","Central Latin America","55-59 years","Males",0.0683862,"55"
"Guatemala","Central Latin America","60-64 years","Males",0.0698872,"60"
"Guatemala","Central Latin America","65-69 years","Males",0.0741941,"65"
"Guatemala","Central Latin America","70-74 years","Males",0.0651234,"70"
"Guatemala","Central Latin America","75-79 years","Males",0.0578347,"75"
"Guatemala","Central Latin America","80+ years","Males",0.0549579,"80"
"Guatemala","Central Latin America","50-69 years","Males",0.0670682,"50"
"Guatemala","Central Latin America","70+ years","Males",0.0594958,"70"
"Guatemala","Central Latin America","30-34 years","Females",0.0177895,"30"
"Guatemala","Central Latin America","35-39 years","Females",0.0260354,"35"
"Guatemala","Central Latin America","40-44 years","Females",0.0343073,"40"
"Guatemala","Central Latin America","45-49 years","Females",0.0315197,"45"
"Guatemala","Central Latin America","50-54 years","Females",0.0268242,"50"
"Guatemala","Central Latin America","55-59 years","Females",0.0334352,"55"
"Guatemala","Central Latin America","60-64 years","Females",0.0241432,"60"
"Guatemala","Central Latin America","65-69 years","Females",0.0322477,"65"
"Guatemala","Central Latin America","70-74 years","Females",0.0258327,"70"
"Guatemala","Central Latin America","75-79 years","Females",0.0320534,"75"
"Guatemala","Central Latin America","80+ years","Females",0.0242046,"80"
"Guatemala","Central Latin America","50-69 years","Females",0.0291068,"50"
"Guatemala","Central Latin America","70+ years","Females",0.027081,"70"
"Guatemala","Central Latin America","30-34 years","Both sexes",0.0253742,"30"
"Guatemala","Central Latin America","35-39 years","Both sexes",0.0313169,"35"
"Guatemala","Central Latin America","40-44 years","Both sexes",0.0414843,"40"
"Guatemala","Central Latin America","45-49 years","Both sexes",0.0416724,"45"
"Guatemala","Central Latin America","50-54 years","Both sexes",0.0450581,"50"
"Guatemala","Central Latin America","55-59 years","Both sexes",0.0528043,"55"
"Guatemala","Central Latin America","60-64 years","Both sexes",0.0490091,"60"
"Guatemala","Central Latin America","65-69 years","Both sexes",0.054788,"65"
"Guatemala","Central Latin America","70-74 years","Both sexes",0.046665,"70"
"Guatemala","Central Latin America","75-79 years","Both sexes",0.0452371,"75"
"Guatemala","Central Latin America","80+ years","Both sexes",0.0381419,"80"
"Guatemala","Central Latin America","50-69 years","Both sexes",0.0501984,"50"
"Guatemala","Central Latin America","70+ years","Both sexes",0.0431997,"70"
"Honduras","Central Latin America","30-34 years","Males",0.0373978,"30"
"Honduras","Central Latin America","35-39 years","Males",0.0454988,"35"
"Honduras","Central Latin America","40-44 years","Males",0.0627194,"40"
"Honduras","Central Latin America","45-49 years","Males",0.086889,"45"
"Honduras","Central Latin America","50-54 years","Males",0.125303,"50"
"Honduras","Central Latin America","55-59 years","Males",0.152017,"55"
"Honduras","Central Latin America","60-64 years","Males",0.150763,"60"
"Honduras","Central Latin America","65-69 years","Males",0.146231,"65"
"Honduras","Central Latin America","70-74 years","Males",0.128448,"70"
"Honduras","Central Latin America","75-79 years","Males",0.122065,"75"
"Honduras","Central Latin America","80+ years","Males",0.0917434,"80"
"Honduras","Central Latin America","50-69 years","Males",0.143822,"50"
"Honduras","Central Latin America","70+ years","Males",0.114978,"70"
"Honduras","Central Latin America","30-34 years","Females",0.0303714,"30"
"Honduras","Central Latin America","35-39 years","Females",0.0299815,"35"
"Honduras","Central Latin America","40-44 years","Females",0.0514875,"40"
"Honduras","Central Latin America","45-49 years","Females",0.0432195,"45"
"Honduras","Central Latin America","50-54 years","Females",0.0516605,"50"
"Honduras","Central Latin America","55-59 years","Females",0.0562491,"55"
"Honduras","Central Latin America","60-64 years","Females",0.0722864,"60"
"Honduras","Central Latin America","65-69 years","Females",0.0817212,"65"
"Honduras","Central Latin America","70-74 years","Females",0.0759896,"70"
"Honduras","Central Latin America","75-79 years","Females",0.0743917,"75"
"Honduras","Central Latin America","80+ years","Females",0.0541811,"80"
"Honduras","Central Latin America","50-69 years","Females",0.0655898,"50"
"Honduras","Central Latin America","70+ years","Females",0.0672932,"70"
"Honduras","Central Latin America","30-34 years","Both sexes",0.0346599,"30"
"Honduras","Central Latin America","35-39 years","Both sexes",0.0384522,"35"
"Honduras","Central Latin America","40-44 years","Both sexes",0.0574453,"40"
"Honduras","Central Latin America","45-49 years","Both sexes",0.0668025,"45"
"Honduras","Central Latin America","50-54 years","Both sexes",0.0920992,"50"
"Honduras","Central Latin America","55-59 years","Both sexes",0.109352,"55"
"Honduras","Central Latin America","60-64 years","Both sexes",0.11565,"60"
"Honduras","Central Latin America","65-69 years","Both sexes",0.116852,"65"
"Honduras","Central Latin America","70-74 years","Both sexes",0.10318,"70"
"Honduras","Central Latin America","75-79 years","Both sexes",0.0979894,"75"
"Honduras","Central Latin America","80+ years","Both sexes",0.0706253,"80"
"Honduras","Central Latin America","50-69 years","Both sexes",0.108565,"50"
"Honduras","Central Latin America","70+ years","Both sexes",0.0903103,"70"
"Mexico","Central Latin America","30-34 years","Males",0.0399348,"30"
"Mexico","Central Latin America","35-39 years","Males",0.0548676,"35"
"Mexico","Central Latin America","40-44 years","Males",0.0752394,"40"
"Mexico","Central Latin America","45-49 years","Males",0.0911505,"45"
"Mexico","Central Latin America","50-54 years","Males",0.106424,"50"
"Mexico","Central Latin America","55-59 years","Males",0.120531,"55"
"Mexico","Central Latin America","60-64 years","Males",0.127084,"60"
"Mexico","Central Latin America","65-69 years","Males",0.134218,"65"
"Mexico","Central Latin America","70-74 years","Males",0.138145,"70"
"Mexico","Central Latin America","75-79 years","Males",0.123601,"75"
"Mexico","Central Latin America","80+ years","Males",0.113962,"80"
"Mexico","Central Latin America","50-69 years","Males",0.121346,"50"
"Mexico","Central Latin America","70+ years","Males",0.125989,"70"
"Mexico","Central Latin America","30-34 years","Females",0.039477,"30"
"Mexico","Central Latin America","35-39 years","Females",0.044476,"35"
"Mexico","Central Latin America","40-44 years","Females",0.0575404,"40"
"Mexico","Central Latin America","45-49 years","Females",0.0591442,"45"
"Mexico","Central Latin America","50-54 years","Females",0.0579408,"50"
"Mexico","Central Latin America","55-59 years","Females",0.0599859,"55"
"Mexico","Central Latin America","60-64 years","Females",0.0658349,"60"
"Mexico","Central Latin America","65-69 years","Females",0.0598804,"65"
"Mexico","Central Latin America","70-74 years","Females",0.0609363,"70"
"Mexico","Central Latin America","75-79 years","Females",0.0416156,"75"
"Mexico","Central Latin America","80+ years","Females",0.0471003,"80"
"Mexico","Central Latin America","50-69 years","Females",0.0609995,"50"
"Mexico","Central Latin America","70+ years","Females",0.0499648,"70"
"Mexico","Central Latin America","30-34 years","Both sexes",0.0398113,"30"
"Mexico","Central Latin America","35-39 years","Both sexes",0.0520582,"35"
"Mexico","Central Latin America","40-44 years","Both sexes",0.0697266,"40"
"Mexico","Central Latin America","45-49 years","Both sexes",0.0802303,"45"
"Mexico","Central Latin America","50-54 years","Both sexes",0.0882406,"50"
"Mexico","Central Latin America","55-59 years","Both sexes",0.0958669,"55"
"Mexico","Central Latin America","60-64 years","Both sexes",0.100704,"60"
"Mexico","Central Latin America","65-69 years","Both sexes",0.10172,"65"
"Mexico","Central Latin America","70-74 years","Both sexes",0.104351,"70"
"Mexico","Central Latin America","75-79 years","Both sexes",0.0850439,"75"
"Mexico","Central Latin America","80+ years","Both sexes",0.0782236,"80"
"Mexico","Central Latin America","50-69 years","Both sexes",0.0964941,"50"
"Mexico","Central Latin America","70+ years","Both sexes",0.0893314,"70"
"Nicaragua","Central Latin America","30-34 years","Males",0.0533316,"30"
"Nicaragua","Central Latin America","35-39 years","Males",0.0604973,"35"
"Nicaragua","Central Latin America","40-44 years","Males",0.0802363,"40"
"Nicaragua","Central Latin America","45-49 years","Males",0.0982667,"45"
"Nicaragua","Central Latin America","50-54 years","Males",0.119519,"50"
"Nicaragua","Central Latin America","55-59 years","Males",0.139987,"55"
"Nicaragua","Central Latin America","60-64 years","Males",0.152806,"60"
"Nicaragua","Central Latin America","65-69 years","Males",0.165574,"65"
"Nicaragua","Central Latin America","70-74 years","Males",0.165185,"70"
"Nicaragua","Central Latin America","75-79 years","Males",0.146816,"75"
"Nicaragua","Central Latin America","80+ years","Males",0.124944,"80"
"Nicaragua","Central Latin America","50-69 years","Males",0.144269,"50"
"Nicaragua","Central Latin America","70+ years","Males",0.146651,"70"
"Nicaragua","Central Latin America","30-34 years","Females",0.0223454,"30"
"Nicaragua","Central Latin America","35-39 years","Females",0.0244022,"35"
"Nicaragua","Central Latin America","40-44 years","Females",0.0431989,"40"
"Nicaragua","Central Latin America","45-49 years","Females",0.0447616,"45"
"Nicaragua","Central Latin America","50-54 years","Females",0.0526512,"50"
"Nicaragua","Central Latin America","55-59 years","Females",0.0522017,"55"
"Nicaragua","Central Latin America","60-64 years","Females",0.0531751,"60"
"Nicaragua","Central Latin America","65-69 years","Females",0.0571428,"65"
"Nicaragua","Central Latin America","70-74 years","Females",0.0497108,"70"
"Nicaragua","Central Latin America","75-79 years","Females",0.0451599,"75"
"Nicaragua","Central Latin America","80+ years","Females",0.0469415,"80"
"Nicaragua","Central Latin America","50-69 years","Females",0.0538525,"50"
"Nicaragua","Central Latin America","70+ years","Females",0.0473244,"70"
"Nicaragua","Central Latin America","30-34 years","Both sexes",0.0424266,"30"
"Nicaragua","Central Latin America","35-39 years","Both sexes",0.0471776,"35"
"Nicaragua","Central Latin America","40-44 years","Both sexes",0.0662298,"40"
"Nicaragua","Central Latin America","45-49 years","Both sexes",0.0779001,"45"
"Nicaragua","Central Latin America","50-54 years","Both sexes",0.0938925,"50"
"Nicaragua","Central Latin America","55-59 years","Both sexes",0.107491,"55"
"Nicaragua","Central Latin America","60-64 years","Both sexes",0.115669,"60"
"Nicaragua","Central Latin America","65-69 years","Both sexes",0.124832,"65"
"Nicaragua","Central Latin America","70-74 years","Both sexes",0.118849,"70"
"Nicaragua","Central Latin America","75-79 years","Both sexes",0.102718,"75"
"Nicaragua","Central Latin America","80+ years","Both sexes",0.0845067,"80"
"Nicaragua","Central Latin America","50-69 years","Both sexes",0.110333,"50"
"Nicaragua","Central Latin America","70+ years","Both sexes",0.101568,"70"
"Panama","Central Latin America","30-34 years","Males",0.0151626,"30"
"Panama","Central Latin America","35-39 years","Males",0.0233944,"35"
"Panama","Central Latin America","40-44 years","Males",0.0475134,"40"
"Panama","Central Latin America","45-49 years","Males",0.0859522,"45"
"Panama","Central Latin America","50-54 years","Males",0.118082,"50"
"Panama","Central Latin America","55-59 years","Males",0.13469,"55"
"Panama","Central Latin America","60-64 years","Males",0.161756,"60"
"Panama","Central Latin America","65-69 years","Males",0.160897,"65"
"Panama","Central Latin America","70-74 years","Males",0.146337,"70"
"Panama","Central Latin America","75-79 years","Males",0.137853,"75"
"Panama","Central Latin America","80+ years","Males",0.105365,"80"
"Panama","Central Latin America","50-69 years","Males",0.145035,"50"
"Panama","Central Latin America","70+ years","Males",0.130056,"70"
"Panama","Central Latin America","30-34 years","Females",0.00521826,"30"
"Panama","Central Latin America","35-39 years","Females",0.00642786,"35"
"Panama","Central Latin America","40-44 years","Females",0.0193,"40"
"Panama","Central Latin America","45-49 years","Females",0.0256437,"45"
"Panama","Central Latin America","50-54 years","Females",0.0293032,"50"
"Panama","Central Latin America","55-59 years","Females",0.0412048,"55"
"Panama","Central Latin America","60-64 years","Females",0.0463862,"60"
"Panama","Central Latin America","65-69 years","Females",0.0518133,"65"
"Panama","Central Latin America","70-74 years","Females",0.0595272,"70"
"Panama","Central Latin America","75-79 years","Females",0.0689021,"75"
"Panama","Central Latin America","80+ years","Females",0.0622624,"80"
"Panama","Central Latin America","50-69 years","Females",0.0430049,"50"
"Panama","Central Latin America","70+ years","Females",0.0633627,"70"
"Panama","Central Latin America","30-34 years","Both sexes",0.011883,"30"
"Panama","Central Latin America","35-39 years","Both sexes",0.0181643,"35"
"Panama","Central Latin America","40-44 years","Both sexes",0.0383681,"40"
"Panama","Central Latin America","45-49 years","Both sexes",0.0657843,"45"
"Panama","Central Latin America","50-54 years","Both sexes",0.0893455,"50"
"Panama","Central Latin America","55-59 years","Both sexes",0.103839,"55"
"Panama","Central Latin America","60-64 years","Both sexes",0.123587,"60"
"Panama","Central Latin America","65-69 years","Both sexes",0.123046,"65"
"Panama","Central Latin America","70-74 years","Both sexes",0.114861,"70"
"Panama","Central Latin America","75-79 years","Both sexes",0.11082,"75"
"Panama","Central Latin America","80+ years","Both sexes",0.0851733,"80"
"Panama","Central Latin America","50-69 years","Both sexes",0.111009,"50"
"Panama","Central Latin America","70+ years","Both sexes",0.102665,"70"
"RB-de-Venezuela","Central Latin America","30-34 years","Males",0.030375,"30"
"RB-de-Venezuela","Central Latin America","35-39 years","Males",0.0469278,"35"
"RB-de-Venezuela","Central Latin America","40-44 years","Males",0.0937973,"40"
"RB-de-Venezuela","Central Latin America","45-49 years","Males",0.136635,"45"
"RB-de-Venezuela","Central Latin America","50-54 years","Males",0.164688,"50"
